chr	start	end	strand	cytoband	Ensembl gene ID	hugo	copy category	copy change	avg cna	avg cna by gene	breakpoint	manually curated homd	loh	loh_ratio	intepreted expression status	RPKM	SARC percentile	SARC kIQR	FC mean Bodymap	avg TCGA percentile	avg TCGA kIQR	avg TCGA norm percentile	avg TCGA norm kIQR	UCEC norm percentile	UCEC norm kIQR	cancer gene type
9	140069236	140082989	-1	q34.3	ENSG00000176248	ANAPC2	Loss	-1	-0.21	-0.18	0	0	HET	0.74		5.76	3	-1.13	1.33	6	-0.88	7	-0.88	0	-1.98	
14	20502003	20502919	-1	q11.2	ENSG00000176253	OR4K13	Neutral	0	0.01	0	0	0	HET	0.56		0	50		-1	49		50		50		
1	34326076	34330392	1	p35.1	ENSG00000176256	HMGB4	Neutral	0	0.02	0.03	0	0	HET	0.58		0	48		-6.12	46		49		48		
21	35747779	35780164	1	q22.11	ENSG00000205670	SMIM11	Neutral	0	0.01	0.05	0	0	HET	0.59	down	3.12	0	-1.3	-1.17	6	-0.85	4	-1.02	0	-3.52	
8	116049	117043	-1	p23.3	ENSG00000176269	OR4F21	Neutral	0	0.02	-0.03	0	0	HET	0.56		0	48		-1	48		48		48		
10	95653730	95715819	1	q23.33	ENSG00000176273	SLC35G1	Neutral	0	0.02	0.02	0	0	HET	0.5		1.22	85	1.19	1.18	75	0.63	79	0.75	79	0.61	
X	103343898	103401708	-1	q22.2	ENSG00000176274	SLC25A53	Gain	1	0.25	0.28	0	0	HET	0.4		0.5			-1.08							
14	20388741	20389818	1	q11.2	ENSG00000176281	OR4K5	Neutral	0	0.01	0	0	0	HET	0.51		0	50		-1	49		50		50		
19	58570607	58597677	1	q13.43	ENSG00000176293	ZNF135	Neutral	0	0.02	0	0	0	HET	0.52		7.2	79	0.66	1.78	81	0.73	79	0.67	29	-0.64	
14	20187174	20296531	1	q11.2	ENSG00000176294	OR4N2	Neutral	0	0.01	0	0	0	HET	0.41		0	42		-1.01	42		47		48		
14	20248401	20249516	1	q11.2	ENSG00000176299	OR4M1	Neutral	0	0.01	-0.02	0	0	HET	0.41		0	48		-1.02	48		50		50		
11	118842417	118852001	1	q23.3	ENSG00000176302	FOXR1	Neutral	0	0.02	0.02	0	0	HET	0.49		0	40		-1.17	40		46		46		
11	63742079	63744015	1	q13.1	ENSG00000176340	COX8A	Neutral	0	0.02	0.02	0	0	HET	0.53		335.12	78	0.68	3.45	70	0.44	70	0.49	100	2.21	
17	47915671	47925379	-1	q21.33	ENSG00000176358	TAC4	Neutral	0	0.02	0.04	0	0	HET	0.49		0.27	81	0.84	1.03	70	0.42	77	0.64	79	0.52	
15	85144217	85171027	1	q25.2	ENSG00000176371	ZSCAN2	Gain	1	0.23	0.23	0	0	HET	0.59		4.31	90	1.56	2	84	0.93	91	1.05	79	0.69	
6	166719168	166721936	-1	q27	ENSG00000176381	PRR18	Neutral	0	0.01	0.01	0	0	HET	0.47		0.04	53	0.03	-3.18	50	0	27	-0.31	17	-0.58	
12	122688090	122693499	1	q24.31	ENSG00000176383	B3GNT4	Neutral	0	0.01	0.02	0	0	HET	0.56		5.95	37	-0.13	1.26	11	-0.28	28	-0.3	46	-0.15	
9	116018115	116037869	-1	q32	ENSG00000176386	CDC26	Neutral	0	0.02	0.03	0	0	HET	0.37		3.38	45	-0.11	-1.9	18	-0.69	12	-0.97	0	-3.18	
16	67464555	67471456	1	q22.1	ENSG00000176387	HSD11B2	Loss	-1	-0.22	-0.22	0	0	HET	0.28		4.26	73	0.73	-1.89	53	0.04	43	-0.02	4	-0.6	
17	29096406	29151794	-1	q11.2	ENSG00000176390	CRLF3	Neutral	0	0.02	0	0	0	HET	0.49		4.42	21	-0.5	-1.61	16	-0.59	27	-0.4	12	-0.84	
1	201951500	201975275	1	q32.1	ENSG00000176393	RNPEP	Gain	1	0.22	0.3	0	0	HET	0.41		23.36	52	0.04	1.65	21	-0.54	27	-0.43	38	-0.16	
19	40028890	40030870	-1	q13.2	ENSG00000176396	EID2	Neutral	0	0.02	0.02	0	0	HET	0.57		7.94	29	-0.37	-1.07	32	-0.32	38	-0.25	0	-1.35	
9	22446840	22452472	1	p21.3	ENSG00000176399	DMRTA1	Neutral	0	0.01	0.02	0	0	HET	0.52		0.28	50	-0.01	-1.73	41	-0.15	7	-0.63	29	-0.58	
19	40021630	40023494	-1	q13.2	ENSG00000176401	EID2B	Neutral	0	0.02	0.03	0	0	HET	0.57		2.79	56	0.1	1.04	82	0.99	92	1.44	38	-0.26	
7	99520892	99527243	-1	q22.1	ENSG00000176402	GJC3	Neutral	0	0.01	0.05	0	0	HET	0.47		0.35	93	1.91	-1.14	69	0.45	70	0.44	58	0.25	
8	104512976	105268322	1	q22.3	ENSG00000176406	RIMS2	Neutral	0	0.02	0.03	0	0	HET	0.5		1.4	89	2.98	1.3	90	2.72	99	18.12	100	10.54	
2	85198216	85282560	1	p11.2	ENSG00000176407	KCMF1	Neutral	0	0.02	0.01	0	0	HET	0.47		14.04	98	2.66	-1.69	93	1.83	100	3.24	100	5.79	
7	73096601	73097783	-1	q11.23	ENSG00000176410	DNAJC30	Neutral	0	0.01	0	0	0	HET	0.43		13.36	97	2.42	1.55	89	1.21	96	1.74	96	1.37	
12	56862301	56864763	1	q13.3	ENSG00000176422	SPRYD4	Neutral	0	0.01	0.04	0	0	HET	0.58		8.46	90	1.35	1.22	53	0.05	44	-0.11	71	0.46	
7	73082155	73086442	1	q11.23	ENSG00000176428	VPS37D	Neutral	0	0.01	-0.01	0	0	HET	0.43		4.11	75	0.63	2.36	69	0.42	77	0.84	29	-0.29	
14	38723308	38725574	-1	q21.1	ENSG00000176435	CLEC14A	Neutral	0	0.01	-0.03	0	0	HET	0.51		33.73	85	1.33	2.36	95	3.71	85	1.19	50	0.08	
14	95883941	95942173	-1	q32.13	ENSG00000176438	SYNE3	Neutral	0	0.02	0.05	0	0	HET	0.53		0.45	22	-0.43	-1.47	55	0.08	36	-0.2	46	-0.04	
1	155232659	155248282	-1	q22	ENSG00000176444	CLK2	Neutral	0	0.02	0.06	0	0	HET	0.51		12.41	36	-0.25	1.67	29	-0.35	69	0.46	4	-1.28	
15	34651106	34659479	-1	q14	ENSG00000176454	LPCAT4	Loss	-1	-0.22	-0.2	0	0	HET	0.66		6.73	22	-0.46	1.38	22	-0.4	28	-0.36	0	-1.9	
15	92396925	92715665	1	q26.1	ENSG00000176463	SLCO3A1	Gain	1	0.23	0.23	0	0	HET	0.55		4.81	47	-0.03	-1.09	53	0.06	48	-0.04	79	0.63	
19	44029649	44040282	1	q13.31	ENSG00000176472	ZNF575	Neutral	0	0.02	0.07	0	0	HET	0.48		3.6	80	0.76	2.2	95	2.39	94	3.16	100	1.91	
14	100842755	100996640	1	q32.2	ENSG00000176473	WDR25	Neutral	0	0.02	0.02	0	0	HET	0.46		3.05	8	-0.77	1.5	26	-0.42	21	-0.55	0	-1.93	
16	28565236	28603111	1	p11.2	ENSG00000176476	CCDC101	Neutral	0	0.02	0.02	0	0	HET	0.48		9.99	22	-0.39	1.15	27	-0.36	32	-0.31	0	-2.21	
11	63340667	63384355	-1	q12.3	ENSG00000176485	PLA2G16	Neutral	0	0.02	-0.01	0	0	HET	0.48		16.38	39	-0.17	-1.75	37	-0.21	19	-0.65	17	-1.07	putative tumour suppressor
19	2714565	2721416	-1	p13.3	ENSG00000176490	DIRAS1	Neutral	0	0.02	0.05	0	0	HET	0.48		9.81	73	0.64	1.06	85	1.89	98	3.04	83	1.02	putative tumour suppressor
11	59131885	59132921	1	q12.1	ENSG00000176495	OR5AN1	Neutral	0	0.02	0.07	0	0	HET	0.51		0	50		-1	48		49		48		
6	1080164	1105181	1	p25.3	ENSG00000176515		Neutral	0	0.01	-0.01	0	0	HET	0.55		0			-1.04							
19	43979255	44009087	-1	q13.31	ENSG00000176531	PHLDB3	Neutral	0	0.02	0.02	0	0	HET	0.48		2.72	66	0.4	1.51	52	0.03	75	0.62	38	-0.55	
7	29603427	29606911	1	p14.3	ENSG00000176532	PRR15	Neutral	0	0.01	-0.02	0	0	HET	0.54		0.49	79	1.26	-1.85	34	-0.09	23	-0.2	0	-0.4	
19	2511217	2702707	-1	p13.3	ENSG00000176533	GNG7	Neutral	0	0.02	-0.01	0	0	HET	0.51		7.79	90	2.18	1.19	85	1.6	85	1	88	0.88	
11	48387037	48388017	-1	p11.2	ENSG00000176540	OR4C5	Neutral	0	0.02	0.03	0	0	HET	0.38		0			-1	48						
3	113367232	113415493	-1	q13.2	ENSG00000176542	KIAA2018	Neutral	0	0.01	0.03	0	0	HET	0.52		2.47	94	1.63	-1.39	67	0.34	48	-0.03	96	1.07	
11	48346472	48347507	1	p11.2	ENSG00000176547	OR4C3	Neutral	0	0.02	0.02	0	0	HET	0.38		0	49		-1	49		50		50		
11	48327775	48328704	1	p11.2	ENSG00000176555	OR4S1	Neutral	0	0.02	0.01	0	0	HET	0.38		0	49		-1	50		50		50		
17	40950810	40963605	1	q21.31	ENSG00000176563	CNTD1	Neutral	0	0.02	0	0	0	HET	0.54		7.7	0	-1.38	-1.44	0	-0.8	1	-0.76	0	-1.54	
8	88882973	88886296	-1	q21.3	ENSG00000176566	DCAF4L2	Neutral	0	0.02	0.01	0	0	HET	0.49		0	73	0.85	-2.49	76	inf	92	inf	88	inf	
11	48285413	48286330	1	p11.2	ENSG00000176567	OR4X1	Neutral	0	0.02	0.04	0	0	HET	0.56		0	50		-1	49		50		50		
8	87878670	88627447	1	q21.3	ENSG00000176571	CNBD1	Neutral	0	0.02	0.02	0	0	HET	0.49		0	45		-1.11	46		49		46		
19	58513429	58522600	1	q13.43	ENSG00000176593		Neutral	0	0.02	-0.03	0	0	HET	0.43		0.71			-1.02							
8	1922044	1955102	1	p23.3	ENSG00000176595	KBTBD11	Neutral	0	0.02	0.06	0	0	HET	0.48		0.59	46	-0.06	-4.83	33	-0.16	7	-0.3	4	-0.72	
3	182971032	183016292	1	q27.1	ENSG00000176597	B3GNT5	Neutral	0	0.01	-0.03	0	0	HET	0.61		1.81	39	-0.22	-1.35	28	-0.29	14	-0.32	4	-1.09	
2	135722061	135805038	-1	q21.3	ENSG00000176601	MAP3K19	Neutral	0	0.02	0.02	0	0	HET	0.51		0	32	0	-1.4	18	-0.24	18	-0.26	2	-0.36	
14	99177950	99184098	1	q32.2	ENSG00000176605	C14orf177	Neutral	0	0.02	-0.02	0	0	HET	0.54		0	45		-1	48		49		50		
19	2427636	2456994	-1	p13.3	ENSG00000176619	LMNB2	Neutral	0	0.02	0.08	0	0	HET	0.57		5.2	0	-0.9	-1.12	4	-0.6	22	-0.54	4	-0.98	
8	87480486	87526586	-1	q21.3	ENSG00000176623	RMDN1	Neutral	0	0.02	0.01	0	0	HET	0.48		7.65	27	-0.41	-1.23	12	-0.73	5	-0.67	17	-0.66	
18	48700920	48744674	-1	q21.2	ENSG00000176624	MEX3C	Neutral	0	0.01	-0.01	0	0	HET	0.47		4.73	8	-0.95	-1.43	7	-0.86	10	-0.9	0	-1.48	
22	30476163	30606866	1	q12.2	ENSG00000176635	HORMAD2	Neutral	0	0.03	-0.01	0	0	HET	0.48		0.01	73	0.42	-1.55	63	0.25	51	0.15	92	inf	
18	59475296	59561480	-1	q21.33	ENSG00000176641	RNF152	Neutral	0	0.01	0.01	0	0	HET	0.48		2.05	81	0.91	-2.59	74	0.68	53	0.06	92	0.87	
12	8025534	8052674	1	p13.31	ENSG00000176654	NANOGP1	Neutral	0	0.01	0.05	0	0	HET	0.53		0			-1.03	35	0					
17	30819540	31204195	-1	q11.2	ENSG00000176658	MYO1D	Neutral	0	0.02	0.02	0	0	HET	0.5		10.89	51	0.03	1.13	29	-0.37	18	-0.68	54	0.07	
20	58630980	58648008	1	q13.33	ENSG00000176659	C20orf197	Neutral	0	0.02	0.03	0	0	HET	0.44		0.18	75	0.75	1	79	0.94	92	1.63	79	1.22	
16	86612115	86615303	1	q24.1	ENSG00000176678	FOXL1	Loss	-1	-0.21	-0.18	0	0	HET	0.67		0.33	41	-0.1	-1.31	49	-0.02	44	-0.12	71	0.61	
					ENSG00000176679	TGIF2LY	No Data									0	47		-1.1	46		50		50		
17	44370099	44415160	1	q21.31	ENSG00000176681	LRRC37A	Neutral	0	0.02	0.02	0	0	HET	0.62		0.1	0	-1.3	1.03	1	-1.13	0	-1.38	0	-1.24	
16	86600857	86602539	1	q24.1	ENSG00000176692	FOXC2	Loss	-1	-0.21	-0.19	0	0	HET	0.67		0.72	58	0.09	1.03	80	1.1	75	0.72	92	3.31	
19	107471	111696	1	p13.3	ENSG00000176695	OR4F17	Neutral	0	0.02	-0.03	0	0	HET	0.56		0	49		-1	49		50		50		
11	27676440	27743605	-1	p14.1	ENSG00000176697	BDNF	Neutral	0	0.02	0.03	0	0	HET	0.52		0.23	35	-0.18	-1.12	56	0.1	52	0.01	100	3.71	
2	27848506	27851879	-1	p23.3	ENSG00000176714	CCDC121	Loss	-1	-0.22	-0.21	0	0	HET	0.3		1.68	73	0.52	-1.24	59	0.18	37	-0.26	4	-0.75	
16	89154783	89222254	1	q24.3	ENSG00000176715	ACSF3	Loss	-1	-0.21	-0.24	0	0	HET	0.34		1.34	0	-1.51	1.03	1	-1.32	0	-1.43	0	-2.52	
11	7749632	7750935	1	p15.4	ENSG00000176716	OR10AB1P	Neutral	0	0.02	0.03	0	0	HET	0.59		0.05			-1.02	77	0.76					
1	35178338	35325417	-1	p34.3	ENSG00000163866	SMIM12	Neutral	0	0.02	0.04	0	0	HET	0.52	down	3.27	0	-1.33	-1.36	2	-1.59	0	-1.65	0	-2.48	
16	31445569	31454346	-1	p11.2	ENSG00000176723	ZNF843	Neutral	0	0.02	0.04	0	0	HET	0.71		0.88	93	2.62	1.45	93	2.6	98	2.14	92	1.74	
15	42783431	42837547	1	q15.1	ENSG00000092531	SNAP23	Loss	-1	-0.22	-0.23	0	0	HET	0.52	down	9.42	1	-1.29	-1.57	4	-1.17	4	-1.59	0	-1.57	
2	24338241	24346347	-1	p23.3	ENSG00000176732	PFN4	Loss	-1	-0.22	-0.21	0	0	HET	0.74		0.57	59	0.23	-2.86	70	0.45	85	1.04	83	0.95	
11	5220965	5221930	-1	p15.4	ENSG00000176742	OR51V1	Neutral	0	0.02	0.02	0	0	HET	0.43		0	49		-1	49		50		50		
X	26210557	26213763	1	p21.3	ENSG00000176746	MAGEB6	Neutral	0	0.02	0.03	0	0	HET	0.45		0.01	38		-1.23	39		48		50		
17	30813637	30818274	1	q11.2	ENSG00000176749	CDK5R1	Neutral	0	0.02	0.07	0	0	HET	0.43		0.83	50	-0.03	-2.9	27	-0.21	73	0.55	50	0.01	
15	40542865	40545170	-1	q15.1	ENSG00000176753	C15orf56	Loss	-1	-0.22	-0.2	0	0	HET	0.75		0.05	58	0.1	-1.15	27	-0.32	17	-0.42	8	-0.55	
10	132890654	133109984	-1	q26.3	ENSG00000176769	TCERG1L	Neutral	0	0.02	0.01	0	0	HET	0.48		0.14	85	4.02	-1.22	78	1.3	84	2.42	92	1.95	
2	133429374	134326034	-1	q21.2	ENSG00000176771	NCKAP5	Neutral	0	0.02	0.01	0	0	HET	0.49		0.4	74	0.69	-1.26	55	0.09	37	-0.17	96	3.35	
X	26156460	26158852	1	p21.3	ENSG00000176774	MAGEB18	Neutral	0	0.02	0.04	0	0	HET	0.47		0	45		-1.05	45		49		50		
8	7693993	7698764	1	p23.1	ENSG00000176782	DEFB104A	Neutral	0	0.02	0.05	0	0	HET	0.53		0	50		-1	49		48		40		
5	178977559	179037027	1	q35.3	ENSG00000176783	RUFY1	Neutral	0	0.01	0	0	0	HET	0.46		8.21	6	-0.98	-1.28	11	-0.76	13	-1.22	0	-2.92	
11	5079880	5080857	-1	p15.4	ENSG00000176787	OR52E2	Neutral	0	0.02	0.04	0	0	HET	0.57		0	49		-1	47		49		50		
5	17217669	17276943	1	p15.1	ENSG00000176788	BASP1	Neutral	0	0.01	0.05	0	0	HET	0.57		39.49	41	-0.12	1.21	68	0.45	89	2.64	46	-0.02	
8	7738726	7740186	1	p23.1	ENSG00000176797	DEFB103A	Neutral	0	0.02	0.03	0	0	HET	0.53		0	43		-1	40		43		50		
11	5020213	5021160	1	p15.4	ENSG00000176798	OR51L1	Neutral	0	0.02	0.04	0	0	HET	0.58		0	49		-1	49		50		50		
17	62850430	62915598	-1	q24.1	ENSG00000176809	LRRC37A3	Neutral	0	0.02	0.03	0	0	HET	0.45		1.04	68	0.42	1.24	62	0.25	71	0.53	54	0.08	
12	118501398	118573831	-1	q24.23	ENSG00000176834	VSIG10	Neutral	0	0.01	0	0	0	HET	0.49		1.6	34	-0.23	-1.64	17	-0.54	11	-0.66	0	-1.86	
19	4769117	4772545	1	p13.3	ENSG00000176840	MIR7-3HG	Neutral	0	0.02	0.04	0	0	HET	0.56		0.02	87	inf	-1.34	76	1.06	84	inf	96	inf	
16	54964774	54968397	1	q12.2	ENSG00000176842	IRX5	Loss	-1	-0.21	-0.16	0	0	HET	0.3		0.1	7	-0.54	-1.61	18	-0.31	26	-0.34	17	-0.36	
17	81037567	81052864	1	q25.3	ENSG00000176845	METRNL	Neutral	0	0.02	0.06	0	0	HET	0.45		13.82	31	-0.33	1.51	56	0.13	44	-0.14	67	0.25	
8	124780696	124827692	1	q24.13	ENSG00000176853	FAM91A1	Neutral	0	0.02	0.03	0	0	HET	0.64		7.11	34	-0.29	-1.12	15	-0.61	30	-0.45	17	-0.53	
12	118470712	118500235	-1	q24.23	ENSG00000176871	WSB2	Neutral	0	0.01	0.02	0	0	HET	0.45		12.24	3	-1	-1.84	4	-0.97	8	-1.09	21	-0.61	
11	4944531	4945637	-1	p15.4	ENSG00000176879	OR51G1	Neutral	0	0.02	0.02	0	0	HET	0.49		0	50		-1	49		50		50		
9	140032842	140063207	1	q34.3	ENSG00000176884	GRIN1	Loss	-1	-0.21	-0.21	0	0	HET	0.74		0.02	68	0.4	-3.92	23	-0.19	40	-0.09	62	0.18	
2	5832799	5841516	1	p25.2	ENSG00000176887	SOX11	Loss	-1	-0.22	-0.18	0	0	HET	0.78		0.07	28	-0.14	-1.07	46	-0.05	79	1.58	96	7.01	putative tumour suppressor
18	657604	673578	1	p11.32	ENSG00000176890	TYMS	Neutral	0	0.01	0.01	0	0	HET	0.55		14.18	9	-0.63	3.3	31	-0.29	87	1.39	83	2.02	
11	4935900	4936922	-1	p15.4	ENSG00000176893	OR51G2	Neutral	0	0.02	0.01	0	0	HET	0.53		0.02	99	inf	1.02	98	inf	100	inf	100	inf	
12	133264192	133297276	1	q24.33	ENSG00000176894	PXMP2	Neutral	0	0.01	0.04	0	0	HET	0.5		5.72	13	-0.57	-1.41	12	-0.58	5	-0.2	0	-1.06	
11	4928600	4929538	1	p15.4	ENSG00000176895	OR51A7	Neutral	0	0.02	-0.02	0	0	HET	0.54		0	49		-1	48		49		50		
X	13671225	13700083	1	p22.2	ENSG00000176896	TCEANC	Neutral	0	0.02	0	0	0	HET	0.53		1.69	98	2.44	1.38	98	3.37	100	3.07	100	2.62	
11	4903049	4904113	1	p15.4	ENSG00000176900	OR51T1	Neutral	0	0.02	-0.02	0	0	HET	0.49		0	49		-1	47		48		50		
14	74178494	74181128	-1	q24.3	ENSG00000176903	PNMA1	Neutral	0	0.02	0.02	0	0	HET	0.46		48.87	79	1.01	1.43	88	1.69	94	1.61	88	1.55	
11	4880886	4881794	-1	p15.4	ENSG00000176904	OR51H1	Neutral	0	0.02	0.01	0	0	HET	0.55		0			-1	49						
8	40010989	40012821	1	p11.21	ENSG00000176907	C8orf4	Neutral	0	0.02	-0.02	0	0	HET	0.61		8.13	47	-0.03	-5.64	39	-0.15	12	-0.44	4	-0.69	
5	121647049	121799914	1	q23.2	ENSG00000064692	SNCAIP	Neutral	0	0.01	0.04	0	0	HET	0.51	up	16.27	97	8.4	5.36	99	15.08	100	18.13	92	1.26	
18	641320	658340	-1	p11.32	ENSG00000176912	TYMSOS	Neutral	0	0.01	-0.01	0	0	HET	0.55		1.72	32	-0.34	1.33	29	-0.3	68	0.39	88	1.41	
20	1246960	1289972	1	p13	ENSG00000101298	SNPH	Neutral	0	0.02	0.05	0	0	HET	0.51	up	6.07	93	2.31	2.01	91	2.54	97	3.56	92	2.11	
9	139839698	139841426	1	q34.3	ENSG00000176919	C8G	Loss	-1	-0.21	-0.23	0	0	HET	0.74		0.41	81	0.89	-5.62	72	0.58	74	0.69	92	1.42	
19	49199228	49209207	1	q13.33	ENSG00000176920	FUT2	Neutral	0	0.02	0.03	0	0	HET	0.5		0.25	3	-0.74	-1.18	1	-0.19	1	-0.32	0	-0.59	
11	4869427	4870514	-1	p15.4	ENSG00000176922	OR51S1	Neutral	0	0.02	0.02	0	0	HET	0.53		0.02	50		1.02	48		49		50		
11	4842551	4843686	1	p15.4	ENSG00000176925	OR51F2	Neutral	0	0.02	-0.01	0	0	HET	0.5		0	49		-1	47		48		50		
17	28256218	28435470	1	q11.2	ENSG00000176927	EFCAB5	Neutral	0	0.02	0.01	0	0	HET	0.49		0.05	58	0.12	-1.27	65	0.3	62	0.25	92	1.99	
5	74323289	74326724	-1	q13.3	ENSG00000176928	GCNT4	Neutral	0	0.01	-0.01	0	0	HET	0.57		1.11	91	2.02	-1.2	87	1.67	54	0.07	96	2.27	
19	1385158	1389650	-1	p13.3	ENSG00000176936		Neutral	0	0.02	0.04	0	0	HET	0.6		4.54			1.67							
11	4824663	4825847	-1	p15.4	ENSG00000176937	OR52R1	Neutral	0	0.02	-0.01	0	0	HET	0.5		0	49		-1	46		48		50		
3	195343316	195467994	1	q29	ENSG00000176945	MUC20	Neutral	0	0.01	0.01	0	0	HET	0.73		0.44	59	0.22	-1.45	20	-0.24	6	-0.3	8	-0.68	putative tumour suppressor
2	242523820	242576864	-1	q37.3	ENSG00000176946	THAP4	Neutral	0	0.01	0.03	0	0	HET	0.52		11.99	11	-0.94	1.06	4	-0.95	7	-0.8	0	-1.94	
16	28962128	28978418	1	p11.2	ENSG00000176953	NFATC2IP	Neutral	0	0.02	0.03	0	0	HET	0.55		6.72	53	0.07	1.01	30	-0.35	51	0.04	42	-0.16	
8	144239331	144242128	-1	q24.3	ENSG00000176956	LY6H	Neutral	0	0.02	0.07	0	0	HET	0.46		1.95	66	0.38	1.47	88	3.28	95	7.9	88	2.82	
11	27015628	27018630	1	p14.2	ENSG00000176971	FIBIN	Neutral	0	0.02	-0.02	0	0	HET	0.35		4.44	23	-0.39	-2	64	0.31	40	-0.22	62	0.16	
11	65339820	65341669	1	q13.1	ENSG00000176973	FAM89B	Neutral	0	0.02	0.07	0	0	HET	0.45		58.02	75	0.55	3.64	87	1.08	98	2.48	92	1.42	
17	18231187	18266856	-1	p11.2	ENSG00000176974	SHMT1	Neutral	0	0.02	0.03	0	0	HET	0.48		3.53	32	-0.26	-2.46	25	-0.32	11	-0.26	29	-0.19	
9	140004994	140009629	-1	q34.3	ENSG00000176978	DPP7	Loss	-1	-0.21	-0.21	0	0	HET	0.74		15.73	9	-0.67	1.11	5	-0.78	2	-0.94	0	-1.31	
4	165953105	165962896	1	q32.3	ENSG00000176979	TRIM60	Neutral	0	0.01	0.01	0	0	HET	0.55		0	48		-1.07	47		49		50		
10	75504120	75531919	1	q22.2	ENSG00000176986	SEC24C	Neutral	0	0.02	0.01	0	0	HET	0.51		19.75	54	0.11	-1.04	13	-0.82	16	-0.97	0	-0.72	
X	147062849	147108187	1	q27.3	ENSG00000176988	FMR1NB	Gain	1	0.25	0.29	0	0	HET	0.59		0	26	0	-2.82	36	0	41		29	0	
17	18218624	18226517	1	p11.2	ENSG00000176994	SMCR8	Neutral	0	0.02	-0.02	0	0	HET	0.48		3.31	30	-0.43	-1.05	24	-0.45	18	-0.78	29	-0.3	
1	11845780	11866977	-1	p36.22	ENSG00000177000	MTHFR	Loss	-1	-0.21	-0.21	0	0	HET	0.38		3.23	42	-0.13	-1.18	33	-0.26	19	-0.5	21	-0.61	
8	7327830	7332604	-1	p23.1	ENSG00000177023	DEFB104B	Neutral	0	0.02	0.07	0	0	HET	0.48		0			-1	50						
19	58469807	58485904	-1	q13.43	ENSG00000177025	C19orf18	Neutral	0	0.02	-0.09	0	0	HET	0.45		0.57	65	0.38	-1.35	66	0.35	77	0.73	42	-0.06	
11	644233	706715	-1	p15.5	ENSG00000177030	DEAF1	Neutral	0	0.02	0.01	0	0	HET	0.46		7.23	16	-0.57	1.37	21	-0.42	32	-0.3	0	-1.31	
5	79275584	79287082	-1	q14.1	ENSG00000177034	MTX3	Neutral	0	0.01	0.04	0	0	HET	0.6		2	27	-0.45	-1.33	37	-0.24	37	-0.28	17	-0.84	
11	695616	705028	1	p15.5	ENSG00000177042	TMEM80	Neutral	0	0.02	0.04	0	0	HET	0.41		2.69	13	-0.55	-1.05	5	-0.72	5	-0.92	0	-1.57	
19	46268044	46272141	-1	q13.32	ENSG00000177045	SIX5	Neutral	0	0.02	0.04	0	0	HET	0.36		14.97	59	0.19	2.93	85	0.98	90	1.49	21	-0.67	
9	21140631	21142144	-1	p21.3	ENSG00000177047	IFNW1	Neutral	0	0.01	0.04	0	0	HET	0.52		0.03	82	1.28	1.01	83	1.38	83	1.39	62	0.89	
19	46213887	46234162	-1	q13.32	ENSG00000177051	FBXO46	Neutral	0	0.02	0.03	0	0	HET	0.36		4.59	29	-0.4	1.44	17	-0.58	38	-0.21	4	-0.99	
11	19138646	19197969	1	p15.1	ENSG00000177054	ZDHHC13	Neutral	0	0.02	0.02	0	0	HET	0.48		1.73	9	-0.84	-1.05	5	-0.86	11	-0.95	0	-1.32	
5	54921673	55069022	-1	q11.2	ENSG00000177058	SLC38A9	Neutral	0	0.01	0.03	0	0	HET	0.55		1.31	5	-0.86	-1.07	4	-0.97	3	-1.48	0	-2.85	
9	19408925	19452018	1	p22.1	ENSG00000177076	ACER2	Neutral	0	0.01	0.03	0	0	HET	0.5		1.82	96	3.52	-1.3	78	0.8	72	0.51	100	7.27	
15	85185999	85197574	-1	q25.2	ENSG00000177082	WDR73	Gain	1	0.23	0.26	0	0	HET	0.59		7.03	39	-0.22	2.07	26	-0.45	39	-0.23	21	-0.41	
12	133200345	133413387	-1	q24.33	ENSG00000177084	POLE	Neutral	0	0.01	0.03	0	0	HET	0.5		1.82	8	-0.76	1.22	11	-0.6	26	-0.35	8	-0.98	
22	42470255	42475445	1	q13.2	ENSG00000177096	FAM109B	Neutral	0	0.03	0	0	0	HET	0.57		10.73	18	-0.59	3.09	78	0.61	94	1.35	50	0.04	
11	118004092	118023603	-1	q23.3	ENSG00000177098	SCN4B	Neutral	0	0.02	0.1	0	0	HET	0.48		3.78	64	0.27	1.07	81	1.23	57	0.17	67	0.36	
11	117298489	117688240	-1	q23.3	ENSG00000177103	DSCAML1	Neutral	0	0.02	0.02	0	0	HET	0.53		0.57	92	5.3	1.04	76	1.08	76	0.82	42	-0.24	
11	3848208	3862213	-1	p15.4	ENSG00000177105	RHOG	Neutral	0	0.02	0.04	0	0	HET	0.51		61.44	63	0.26	2.39	78	0.7	87	0.97	92	1.89	
11	694438	727727	1	p15.5	ENSG00000177106	EPS8L2	Neutral	0	0.02	0.04	0	0	HET	0.41		3.51	64	0.26	-1.06	20	-0.62	6	-0.83	12	-0.89	
14	77597613	77609077	-1	q24.3	ENSG00000177108	ZDHHC22	Neutral	0	0.02	0.05	0	0	HET	0.54		0.01	49	0	-2.14	57	0.09	61	0.16	29	-0.4	
12	45609770	45834187	1	q12	ENSG00000177119	ANO6	Neutral	0	0.01	0	0	0	HET	0.53		32.01	97	1.72	1.38	95	2.12	87	0.82	83	1.03	
9	129622944	129648157	1	q33.3	ENSG00000177125	ZBTB34	Loss	-1	-0.21	-0.21	0	0	HET	0.34		1.95	35	-0.24	-1.43	38	-0.22	40	-0.2	12	-0.75	
